Property Name,Reported,Tax Parcel,Largest Property Type,Building Address,Zip,Reported Gross Floor Area (Sq Ft),Site EUI (Energy Use Intensity kBtu/ft²),ENERGY STAR Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf),Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",Water Intensity (gal/sf),Onsite Renewable (kWh),User Submitted Info,User Submitted Link,Property Owner Name,Estimated Total GHG Emissions (kgCO2e),Reporting Compliance Status,First Emissions Compliance Year (Projected)
157 Washington St,Reported,1401034000,Multifamily Housing,157 Washington St,2121,26706.0,80.3,43.0,,"Multifamily Housing, Parking",2012.0,104.2,4.7,1797602.8,0.2853,0.7147,,,,,,11912.68,Not Available,,,,104200.0,submitted,
Egleston Crossing-3033,Reported,1101005000,Multifamily Housing,3033 Washington Street,2119,60327.0,82.7,32.0,,"Multifamily Housing, Parking",2005.0,273,4.9,4605769.8,0.3613,0.6387,,,,,,5897.72,Not Available,,,,273000.0,submitted,
9 Williams St,Reported,902126010,Multifamily Housing,2101 Washington St,2119,45200.0,41.3,85.0,,Multifamily Housing,2018.0,112.1,2.5,1868793.4,0.438,0.5962,,,,,,7.84,Not Available,,,,112100.0,submitted,
Oliver Lofts,Reported,1000358012,Multifamily Housing,166 Terrace Street,2120,83079.0,42.6,96.0,,"Multifamily Housing, Parking",1920.0,204.8,2.5,3438405,0.3793,0.627,,,,,,26.23,Not Available,,,,204800.0,submitted,
Ruggles Shawmut,Reported,902454000,Multifamily Housing,750 Shawmut Ave,2119,40425.0,55,73.0,,Multifamily Housing,1940.0,129.9,3.2,2224883.1,0.393,0.697,,,,,,41.16,Not Available,,,,129900.0,submitted,
Smith Senior Residence,Reported,902505000,Multifamily Housing,757 Shawmut Avenue,2119,103792.0,66.1,42.0,,Multifamily Housing,1973.0,426.9,4.1,6860496.3,0.5355,0.4645,,,,,,22.63,Not Available,,,,426900.0,submitted,
Dimock,Reported,1101134000	1101142000	1101143000	1101144000	1101145000	1101146000	1101147000,Multifamily Housing,1865 Columbus Avenue,2119,51063.0,87.6,48.0,,"Multifamily Housing, Parking",1920.0,254.2,5,4438601.5,0.2445,0.7555,,,,,,50.56,Not Available,,,,254200.0,submitted,
Waterford Place,Reported,306150000,Multifamily Housing,180 Shawmut Ave,2118,51317.0,79,69.0,,"Multifamily Housing, Parking",1990.0,214.1,4.6,3668907.8,0.375,0.6925,,,,,,0.37,Not Available,,,,214100.0,submitted,
Portside at East Pier,Reported,104447000,Multifamily Housing,50 Lewis Street,2128,218977.0,43,84.0,,"Multifamily Housing, Parking",2014.0,457.5,2.9,6862351.8,0.7966,0.234,,,,,,27.68,Not Available,,,,457500.0,submitted,
Portside II,Reported,104447010,Multifamily Housing,40 East Pier Drive,2128,234934.0,30.1,100.0,,"Heated Swimming Pool, Multifamily Housing",2018.0,453.4,1.9,7075685.6,0.6444,0.3556,,,,,,38.15,Not Available,,,,453400.0,submitted,
Bunker Hill Mall - Reporting,Reported,202210000,Strip Mall,5-31 Austin Street,2129,246457.0,121,,,"Parking, Strip Mall",1985.0,342.1,7.4,5621730,0.4544,0.5456,,,,,,53.28,Not Available,Boston Tax Parcel 0202210000,,,342100.0,submitted,
Two Twenty Two Berkeley,Reported,401096000,Office,222 Berkeley Street,2116,724575.0,43.2,84.0,"2020, 2019, 2018, 2017, 2016, 2015, 2014, 2012, 2011, 2009, 2008, 2005, 2002, 1999","Bank Branch, Fast Food Restaurant, Office, Parking, Restaurant, Retail Store",1991.0,1670.2,3,23815873,1.0,,,,,,,2.53,Not Available,LEED 2009 EBOM project 1000000231,,,1670200.0,submitted,
Five Hundred Boylston Street,Reported,401092000,Office,500 Boylston St.,2116,1011962.0,45.3,78.0,"2020, 2019, 2018, 2017, 2016, 2015, 2014, 2010, 2009, 2008, 2002, 2000","Office, Other, Parking",1987.0,2416.9,3.2,34462778.2,1.0,,,,,,,7.75,Not Available,,,,2416900.0,submitted,
Barnes School Apartments: Barnes School,Reported,105980000,Multifamily Housing,127 Marion Street,2128,141016.0,34.9,78.0,,Multifamily Housing,1900.0,290.6,2.1,4922739.7,0.3474,0.6526,,,,,,Not Available,Not Available,"BERDO ID 0105980000 , ESTIMATED: Type of Construction, Bedrooms, Fuel Types and HVAC Systems, Fuel for Dryers, Number of Elevators, Apartment sqft",,,290600.0,submitted,
Landfall Community Associates II: 72 Marginal Street,Reported,104482000,Multifamily Housing,72 Marginal Street,2128,10380.0,140.7,,,Multifamily Housing,1975.0,82.7,8,1460224.3,0.25,0.795,,,,,,Not Available,Not Available,"BERDO ID 0104482000, ESTIMATED: Type of Construction, Fuel Types and HVAC Systems, Fuel for Dryers, Number of Elevators, Apartment sqft",,,82700.0,submitted,
Cheverus School: Cheverus School,Reported,100728000,Multifamily Housing,10 Moore Street,2128,45216.0,55,64.0,,Multifamily Housing,1900.0,145.1,3.2,2487223,0.358,0.6942,,,,,,Not Available,Not Available,"BERDO ID 0100728000, ESTIMATED: Type of Construction, Bedrooms, Fuel Types and HVAC Systems, Fuel for Dryers, Number of Elevators, Apartment sqft",,,145100.0,submitted,
Lyman School Limited Partnership: Lyman School,Reported,105744000,Multifamily Housing,30 Gove Street,2128,55000.0,48.2,91.0,,Multifamily Housing,1878.0,152.1,2.8,2649943.8,0.2516,0.7484,,,,,,Not Available,Not Available,"BERDO ID 0105744000, ESTIMATED: Type of Construction, Fuel Types and HVAC Systems, Fuel for Dryers, Number of Elevators, Apartment sqft",,,152100.0,submitted,
Villa Michelangelo School Apartments: Villa Michelangelo,Reported,302161000,Multifamily Housing,64 Charter Street,2113,65000.0,65,28.0,,Multifamily Housing,2001.0,253.4,3.9,4227378.4,0.413,0.5987,,,,,,Not Available,Not Available,"BERDO ID 0302161000, ESTIMATED: Type of Construction, Fuel Types and HVAC Systems, Fuel for Dryers, Number of Elevators, Apartment sqft",,,253400.0,submitted,
Greenway Apartments: Greenway Apartments,Reported,103916000,Multifamily Housing,170-172 Maverick Street,2128,38370.0,43.1,90.0,,Multifamily Housing,2012.0,99.1,2.6,1654738.2,0.3991,0.69,,,,,,Not Available,Not Available,"BERDO ID 0103916000, ESTIMATED: Type of Construction, Fuel Types and HVAC Systems, Fuel for Dryers, Number of Elevators, Apartment sqft",,,99100.0,submitted,
Lewis Mall Apartments: Lewis Mall Apartments,Reported,105398005,Multifamily Housing,225 Sumner Street,2128,37620.0,70.5,27.0,,Multifamily Housing,1996.0,158.8,4.2,2653983.9,0.3955,0.645,,,,,,Not Available,Not Available,"BERDO ID 0105398005, ESTIMATED: Type of Construction, Bedrooms, Fuel Types and HVAC Systems, Fuel for Dryers, Number of Elevators, Apartment sqft",,,158800.0,submitted,
DFCI - Dana Building,Reported,401913000,Other,44 Binney st,2215,405175.0,390.9,,,"Other, Parking",1975.0,10550,26,158382998.4,0.231,,0.4678,,,0.321,,12.88,Not Available,"Dana Building
BERDO Property ID  2879000               Boston Parcel ID# 0401913000

Correct Gross Square Feet is 405,175.

The Dana Building contains a mix of space uses, including medical research laboratories, and clinical space that feature energy intensive diagnostic equipment such as MRI's and Linear accelerators.  DFCI has, and will continue to, reduce the buildings energy intensity through thoughtful investment in more efficient systems and practices when possible.

The parking garage has been changed into conditioned space.  Total conditioned space is now 405,175",,,10550000.0,submitted,
DFCI - Yawkey Building,Reported,401916000,Medical Office,450 Brookline ave,2215,291451.0,468.8,2.0,,Medical Office,2010.0,9067,31.1,136628076.9,0.2191,,0.4758,,,0.351,,10.74,Not Available,"BERDO ID#  3102192

The Yawkey Cancer Care Center Building contains a mix of space uses, including clinical laboratories, clinic space, and a commercial kitchen and cafeteria.   DFCI has, and will continue to, reduced the buildings energy intensity through thoughtful investment in more efficient systems and practices when possible.",,,9067000.0,submitted,
DFCI - Shields Warren Building,Reported,401914002,Medical Office,50 Binney Street,2215,46640.0,167,22.0,,Medical Office,1980.0,289.1,6.2,7789567.4,0.3464,,0.175,,,0.546,,5.65,Not Available,"Shields Warren Building
BERDO Property ID# 2882422

Switched from two to one water meter on 9-19-2016",,,289100.0,submitted,
DFCI - Smith Building,Reported,401919000,Other,1 Jimmy Fund Way,2215,455582.0,570.1,,,"Other, Parking",1995.0,12384.4,37.7,187093874.8,0.1764,,0.5652,,,0.2584,,51.47,Not Available,"Smith Building
BERDO ID# 2882441

The Smith Building contains a mix of space uses, primarily specialized medical research laboratories. DFCI has, and will continue to, reduced the buildings energy intensity through thoughtful investment in more efficient systems and practices when possible.",,,12384400.0,submitted,
DFCI - Mayer Building,Reported,401913000,Other,420 Brookline Ave,2215,121516.0,422.2,,,Other,1986.0,3434.4,28.3,51299449.4,0.2541,,0.4351,,,0.317,,18.17,Not Available,"Mayer Building
BERDO ID# 2882444

The Mayer Building space is primarily medical research laboratories. DFCI has, and will continue to, reduced the buildings energy intensity through thoughtful investment in more efficient systems and practices when possible.",,,3434400.0,submitted,
DFCI - Jimmy Fund Building,Reported,401898000,Other,35 Binney Street,2215,101514.0,413.3,,,Other,1952.0,2834.6,27.9,41956321.6,0.252,,0.4849,,,0.2631,,12.58,Not Available,"Jimmy Fund Building

BERDO ID#  2882447   Boston Parcel ID# 0401898000

The Jimmy Fund Building contains a variety of space uses, including medical research laboratories, and clinic space.  DFCI has, and will continue to, reduced the buildings energy intensity through thoughtful investment in more efficient systems and practices when possible.",,,2834600.0,submitted,
Bigelow Court Condominiums,Reported,2203171000,Multifamily Housing,142 Bigelow Street,2135,61066.0,4.9,100.0,,"Multifamily Housing, Parking",2006.0,12,0.3,213162.4,0.1931,0.869,,,,,,1.91,Not Available,,,,12000.0,submitted,
1653-1661 Commonwealth Avenue,Reported,2101929000,Multifamily Housing,1653-1661 Commonwealth Avenue,2135,27445.0,20.7,100.0,,Multifamily Housing,1999.0,39.9,1.5,569357,1.0,,,,,,,Not Available,Not Available,"Regarding energy consumption, each unit has its own oil burner for heat and hot water for which the tenant pay their own oil bills directly. The oil consumption data is  for this building complex.",,,39900.0,submitted,
1625-1645 Commonwealth Avenue,Reported,2101925000,Multifamily Housing,1625-1645 Commonwealth Avenue,2135,115000.0,7.8,100.0,,Multifamily Housing,1999.0,62.5,0.5,891695.5,1.0,,,,,,,Not Available,Not Available,,,,62500.0,submitted,
1625-1661 Commonwealth Avenue,Reported,2101925000;  2101929000,Multifamily Housing,1625-1661 Commonwealth Avenue,2135,142445.0,70.6,68.0,,Multifamily Housing,1999.0,558.7,3.9,10049752.6,0.1454,0.8546,,,,,,36.26,Not Available,,,,558700.0,submitted,
117 Park Drive,Reported,504273000,Multifamily Housing,117 Park Drive,2215,35000.0,13.5,100.0,,Multifamily Housing,1910.0,33,0.9,470965.2,1.0,,,,,,,44.17,Not Available,,,,33000.0,submitted,
Cabot Estate Condominium,Reported,1902190000,Multifamily Housing,241 Perkins Street,2130,315739.0,33,56.0,,Multifamily Housing,1976.0,730.4,2.3,10414208.2,1.0,,,,,,,12.59,Not Available,,,,730400.0,submitted,
Isabella Stewart Gardner Museum,Reported,401836000,Museum,25 Evans Way,2115,70000.0,137.8,,,Museum,2011.0,641.5,9.2,9643266.6,0.7882,0.2118,,,,,,33.76,Not Available,,,,641500.0,submitted,
Isabella Stewart Gardner Museum,Reported,401837000,Museum,280 the Fenway,2115,63000.0,95.5,,,Museum,1903.0,341.5,5.4,6014143.6,0.2151,0.7849,,,,,,Not Available,Not Available,The water used in this building is metered through building identified as Portfolio Manager Property ID: 4040564. We only have one water main for the entire campus. ,,,341500.0,submitted,
50 Post Office Square (EPL),Reported,304176000   304176002,Office,185 Franklin Street,2110,849666.0,46.6,85.0,"2019, 2018, 2017, 2016, 2014, 2012","Office, Parking",1947.0,2604.8,3.2,37942882.9,0.629,,0.3971,,,,,384.41,Not Available,,,,2604800.0,submitted,
Excel Academy Charter High School,Reported,104196010,K-12 School,401 Bremen Street,2128,67527.0,29.7,93.0,,K-12 School,2016.0,121.6,1.8,2003168.3,0.4453,0.5547,,,,,,2.61,Not Available,104196010,,,121600.0,submitted,
A0000034 - COPLEY_BOS_BACKSTREETS,Reported,401067010,Hotel,10 HUNTINGTON AVE,2116,850000.0,45.9,97.0,,Hotel,1983.0,2486.9,2.9,39042114.8,0.5231,0.353,0.1266,,,,,14.24,Not Available,,,,2486900.0,submitted,
A0000038 - W_BOS_RAZORBACKS,Reported,500075030,Hotel,100 STUART STREET,2116,370135.0,153.3,24.0,,Hotel,2009.0,3756.9,10.2,56749719.4,0.1166,0.476,0.8358,,,,,15.88,Not Available,,,,3756900.0,submitted,
A0000040 - LIBERTY_BOS_LOOKFORWARD,Reported,300445010,Hotel,215 CHARLES ST,2114,240000.0,155.1,12.0,,Hotel,2007.0,2183.6,9.1,37224041.5,0.3259,0.6741,,,,,,32.99,Not Available,,,,2183600.0,submitted,
A0000048 - REVERE_BOS_NKOBT,Submitted with possible data errors,500135002,Hotel,200 STUART ST,2116,207444.0,171.5,4.0,,Hotel,1977.0,2376.7,11.5,35580991.2,0.349,0.681,0.583,,,,,44.23,Not Available,Natural gas data from meters ****88 and ****89 is estimated because National Grid did not provide actual bills for some months of 2020. Steam data from meter ****31 is estimated because Vicinity Energy Boston sent only estimated bills for 2020.,,,2376700.0,submitted,
A0000043 - HYATT_BOS_LHOHARBORSIDE,Voluntary,part of airport,Hotel,101 HARBORSIDE DR,2128,286000.0,64.5,81.0,,Hotel,1993.0,1149.4,4,18440142.3,0.5415,0.4585,,,,,,10.22,Not Available,,,,1149400.0,submitted,
"CPT Boston Business Park,  LLC",Reported,1809650040,Non-Refrigerated Warehouse,100-170 Meadow Road ,2136,450919.0,31.2,61.0,,Non-Refrigerated Warehouse,1958.0,876.3,1.9,14075963,0.537,0.463,,,,,,9.58,4671060,5.12.20 Note: Electricity and natural gas data was provided by Eversource as an aggregate total.,,,876300.0,submitted,
Copley Place,Reported,400600020,Office,100 Huntington Avenue,2116,1232000.0,69.1,,,"Enclosed Mall, Office, Parking",1983.0,5933.2,4.8,85071697.3,0.9772,0.228,,,,,,14.83,Not Available,we provide chilled water to the Copley Westin Hotel and Copley Marriott Hotels . .  and electric and water consumption relates to those users NOT @ 100 HUntington Ave. ,,,5933200.0,submitted,
49 Symphony,Reported,401552000,Multifamily Housing,49 Symphony,2115,40084.0,17.2,,,Multifamily Housing,1918.0,50.8,1.3,689854.9,0.1294,,,0.876,,,,28.11,Not Available,,,,50800.0,submitted,
309A-315C Huntington Ave,Reported,401700000,Other,315 Huntington Ave,2115,46293.0,63.8,,,Other,1920.0,160.7,3.5,2953552.5,0.751,0.9249,,,,,,31.34,Not Available,,,,160700.0,submitted,
97 St. Stephen,Reported,401670000,Multifamily Housing,97 St. Stephen,2115,32280.0,60.4,97.0,,Multifamily Housing,1899.0,144.4,4.5,1951294.6,0.55,,,0.9495,,,,23.76,Not Available,,,,144400.0,submitted,
115 St Stephen,Reported,401672000,Multifamily Housing,115 St Stephen Street,2115,37770.0,69.3,,,Multifamily Housing,1925.0,193.5,5.1,2619061.2,0.68,0.46,,0.9346,,,,36.76,Not Available,,,,193500.0,submitted,
132-136 Hemenway,Reported,401700000,Multifamily Housing,132-136 Hemenway,2115,31475.0,52,99.0,,Multifamily Housing,1899.0,121.2,3.8,1637705.7,0.539,,,0.9461,,,,26.57,Not Available,,,,121200.0,submitted,
56-58 Queensberry,Reported,504285000,Multifamily Housing,56-58 Queensberry,2115,35100.0,80.8,83.0,,Multifamily Housing,1914.0,207.8,5.9,2837048.8,0.26,0.41,,0.9331,,,,33.58,Not Available,,,,207800.0,submitted,
1106-1110 Commonwealth Ave,Reported,2101594000,Other,1106 Commonwealth Ave,2215,57658.0,76.6,,,Other,1950.0,317.3,5.5,4418945.1,0.4778,0.211,,0.51,,,,38.37,Not Available,,,,317300.0,submitted,
Brandywyne Village,Reported,100534000,Multifamily Housing,88 Brandywyne Drive,2128,385580.0,71.6,72.0,,Multifamily Housing,1967.0,1558.7,4,27611898.9,0.196,0.84,,,,,,48.55,Not Available,,,,1558700.0,submitted,
Lantera at Boston Landing- Greystar,Reported,2201904004,Multifamily Housing,125 Guest St,2135,282083.0,59.5,59.0,,"Heated Swimming Pool, Multifamily Housing, Parking",2018.0,891.1,3.8,13902310.6,0.6454,0.3546,,,,,,27.36,Not Available,,,,891100.0,submitted,
The Andi - Greystar,Reported,,Multifamily Housing,25 Jan Karski Way,2125,561093.0,25.6,100.0,,"Heated Swimming Pool, Multifamily Housing, Parking",2018.0,626.5,1.6,10074355.8,0.533,0.467,,,,,,18.7,Not Available,new build,,,626500.0,submitted,
Allston Landing Facility,Reported,2200301100,Manufacturing/Industrial Plant,500 Soldiers Field Road,2134,310000.0,659.4,,,Manufacturing/Industrial Plant,1994.0,11592,37.4,204400184.8,0.2114,0.7886,,,,,,110.84,Not Available,,,,11592000.0,submitted,
18 Tremont Street,Reported,302859000,Office,18 Tremont Street,2108,210669.0,53.8,78.0,"2020, 2019, 2018",Office,1915.0,756.1,3.6,11332470.8,0.4146,0.926,0.4927,,,,,3.28,Not Available,,,,756100.0,submitted,
2 Constitution Wharf,Reported,203594000,Office,2 Constitution Wharf,2129,36067.0,52.6,69.0,,Office,1985.0,123.4,3.4,1896442.4,0.737,0.2963,,,,,,2,Not Available,Same BERDO ID used for both buildings within parcel.,,,123400.0,submitted,
1 Constitution Wharf,Reported,203594000,Office,1 Constitution Wharf,2129,133682.0,44.7,80.0,,Office,1985.0,413.5,3.1,5978025.7,0.9435,0.565,,,,,,11.25,Not Available,Same BERDO ID used for both buildings within parcel.,,,413500.0,submitted,
Jamestown - 21-25 Drydock Ave Boston,Reported,602674013,Office,21-25 Drydock Ave,2210,804862.0,73.3,72.0,2018,"Laboratory, Manufacturing/Industrial Plant, Office",1918.0,3772.5,4.7,58983876.6,0.6372,0.3628,,,,,,12.7,667058,,,,3772500.0,submitted,
Jamestown - 1 Design Center Boston,Reported,602674012,Other,1 Design Center Place,2210,556340.0,58.3,,2016,"Office, Other, Restaurant",1985.0,2018.8,3.6,32429493.2,0.5369,0.4631,,,,,,4.92,Not Available,Parcel IDs 0602674012 and 0602674018,,,2018800.0,submitted,
The Victor by Windsor,Reported,301536000,Multifamily Housing,110 Beverly St.,2114,379172.0,44.5,78.0,,Multifamily Housing,2013.0,1041.7,2.7,16872774.6,0.567,0.4933,,,,,,17.69,Not Available,,,,1041700.0,submitted,
Haynes House,Reported,902160000,Multifamily Housing,735 Shawmut Ave,2119,138759.0,63.7,67.0,,"Multifamily Housing, Parking",1974.0,510.9,3.7,8832032.3,0.2778,0.7222,,,,,,32.55,Not Available,,,,510900.0,submitted,
Phillips Brooks-1300741010,Voluntary,1300741010,Multifamily Housing,5 Perth Street,2121,51431.0,127.1,5.0,,"Multifamily Housing, Parking",1845.0,317.5,7,5728976.5,0.1353,0.8647,,,,,,1.25,Not Available,,,,317500.0,submitted,
Dartmouth Hotel,Reported,903146010,Multifamily Housing,144 Dudley St,2119,90645.0,59.2,75.0,,"Multifamily Housing, Parking",1871.0,240.5,3.5,4120885.1,0.378,0.6922,,,,,,66.01,Not Available,,,,240500.0,submitted,
Adams Court - B,Reported,1801012001,Multifamily Housing,435 River St,2126,21336.0,144.7,,,"Multifamily Housing, Parking",1963.0,125.5,7.9,2305872.2,0.774,0.9226,,,,,,55.12,Not Available,,,,125500.0,submitted,
Dudley Greenville-1200023010,Reported,1200023010,Multifamily Housing,205 Dudley St,2119,42182.0,82,53.0,,"Multifamily Housing, Parking",2014.0,169.9,4.7,2940520.8,0.2731,0.7269,,,,,,8.65,Not Available,,,,169900.0,submitted,
Adams Court - A,Reported,1801010000,Multifamily Housing,415 River Street,2126,32800.0,84,45.0,,"Multifamily Housing, Parking",1965.0,140.1,4.7,2512033.5,0.1566,0.8434,,,,,,0.41,Not Available,,,,140100.0,submitted,
Grand Families,Reported,1402009000,Multifamily Housing,214 Harvard St,2124,37252.0,84.6,33.0,,"Multifamily Housing, Parking",1962.0,177,4.9,3075318.9,0.2612,0.7388,,,,,,4.17,Not Available,National Grid estimated the gas usage very low until late 2017.,,,177000.0,submitted,
The Greenhouse Apartments,Reported,864000,Multifamily Housing,150 Huntington Avenue,2115,851968.0,28.4,97.0,,"Multifamily Housing, Parking",1983.0,1394.8,1.8,22336225.3,0.5485,0.4515,,,,,,19.51,Not Available,,,,1394800.0,submitted,
Waterside Place,Reported,602678015,Multifamily Housing,505 Congress Street,2210,337289.0,44.6,79.0,,"Multifamily Housing, Parking, Retail Store",2014.0,874.8,2.9,13640719.5,0.6476,0.3524,,,,,,23.35,Not Available,GFA excludes loading dock and decks,,,874800.0,submitted,
New England Aquarium,Reported,302990000,Other - Entertainment/Public Assembly,250 Atlantic Ave,2110,136000.0,169.4,,,Other - Entertainment/Public Assembly,1969.0,1594,11.7,23041067.5,0.9437,0.559,0.4,,,,,80,Not Available,"Main Building, Central Wharf

New England Aquarium

Public Aquarium",,,1594000.0,submitted,
Amory Street,Reported,1101208000,Multifamily Housing,125 Amory Street,2130,117306.0,92.1,7.0,,"Multifamily Housing, Other",1970.0,714.8,6.1,10809379.3,0.7646,0.2354,,,,,,65.59,Not Available,,,,714800.0,submitted,
New Franklin Park,Reported,1402813000;1202352000;1202396000;1401235000;1402539000;1401233000;1500516000;1402708000;1401938000;1202987000;1401232000;1202395000;1402797000;1402822000;1202353000;1700625000;1202354000;1202394000;1401234000,Multifamily Housing,132 Seaver Street,2121,184496.0,107.6,26.0,,Multifamily Housing,1900.0,1105,6,19843978.4,0.1511,0.8489,,,,,,71.72,Not Available,,,,1105000.0,submitted,
Cheriton Heights,Reported,2011777010,Multifamily Housing,18 Cheriton Rd,2132,79367.0,42.4,92.0,,Multifamily Housing,1979.0,201.4,2.5,3361712.3,0.3999,0.61,,,,,,21.83,Not Available,,,,201400.0,submitted,
Woodbourne Apartments,Reported,1904952000,Multifamily Housing, 6 Southbourne Rd,2130,49064.0,87.2,34.0,,Multifamily Housing,1980.0,246.5,5,4279976.4,0.2632,0.7368,,,,,,57.9,Not Available,,,,246500.0,submitted,
Historic South End,Reported,0901144000;0305741000;0400285000;0402452000;0402618000;0402619000;0402620000;0402621000;0402842000;0801481000;0900792000;0900793000;0900794000;0900795000;0900796000;0900797000;0900798000;0900799000;0900916000;0900923000;0901072000;0901074000;0901076000;0901078000;0901137000;0901139000;0901141000,Multifamily Housing,792 Tremont Street,,93252.0,127.6,17.0,,Multifamily Housing,1900.0,668.7,7.2,11900045.4,0.187,0.8193,,,,,,82.36,Not Available,,,,668700.0,submitted,
Chauncy House,Reported,304506000,Multifamily Housing,115-119 Chauncy Street,2111,58874.0,62.3,74.0,,Multifamily Housing,1922.0,217.8,3.7,3665612,0.377,0.6293,,,,,,59.95,Not Available,,,,217800.0,submitted,
Back of the Hill Apartments L.P.,Reported,1001490000,Multifamily Housing,100 South Huntington Avenue,2130,119531.0,55.3,89.0,,Multifamily Housing,1978.0,382.6,3.2,6608142.1,0.2813,0.7187,,,,,,30.35,Not Available,,,,382600.0,submitted,
Cheriton Grove Apartments,Reported,2011777000,Multifamily Housing,20 Cheriton Rd,2132,43174.0,70.1,74.0,,Multifamily Housing,1986.0,176.1,4.1,3026833.7,0.297,0.73,,,,,,30.18,Not Available,,,,176100.0,submitted,
Casa Maria Apartments,Reported,301498000,Multifamily Housing,130 Endicott Street,2113,79136.0,74.7,64.0,,Multifamily Housing,1979.0,335.6,4.2,5909599.4,0.2156,0.7844,,,,,,31.83,Not Available,,,,335600.0,submitted,
100 Summer Street,Reported,304220000,Office,100 Summer Street,2110,1135045.0,68.7,65.0,"2016, 2015, 2014, 2013, 2012, 2011","Fast Food Restaurant, Office, Other, Parking",1974.0,5242.6,4.7,76506427.1,0.5696,,0.434,,,,,7.02,Not Available,"This building is a large office building in downtown Boston.  It represents a single building only.  

The square footages used in previous time periods are inconsistent.  The current occupancy and vacancy numbers are a reasonable representation of the those in the past, and have been confirmed to be accurate over  the performance period.",,,5242600.0,submitted,
226 Causeway Street,Reported,303061012,Office,226 Causeway Street,2114,192890.0,90.2,33.0,,Office,1906.0,1122.6,5.8,17403097.5,0.6693,0.337,,,,,,23.3,Not Available,,,,1122600.0,submitted,
99 Summer Street,Reported,304576000,Office,99 Summer Street,2110,331332.0,36.6,89.0,"2020, 2018, 2017, 2016, 2011, 2010","Office, Parking",1987.0,714.2,2.5,10654930.3,0.8176,0.1824,,,,,,6.38,Not Available,,,,714200.0,submitted,
Prudential Center Retail,Reported,401037103,Enclosed Mall,800 Boylston Street,2199,671530.0,142.4,,,Enclosed Mall,1993.0,6287.6,9.4,95650599.2,0.692,0.2211,0.1696,,,,,40.74,Not Available,"Prudential Center Retail includes Saks Fifth Avenue and Lord & Taylor. Excludes Del Frisco's, Tesla, Under Armour, Bonobos, Hammermade as these are included in 888 Boylston Street.",,,6287600.0,submitted,
TFC 30 Winter LLC,Voluntary,304770000 - Voluntary,Office,30 Winter Street,2108,87228.0,52.3,100.0,,"Data Center, Office, Retail Store",1975.0,319.7,3.7,4559076.5,1.0,,,,,,,6.89,Not Available,,,,319700.0,submitted,
73-79 Essex Street,Reported,304449000,Office,79 Essex Street,2111,65240.0,12,,,Office,1907.0,54.8,0.8,781484.5,1.0,,,,,,,0,Not Available,,,,54800.0,submitted,
125 Lincoln Street,Reported,304334000,Mixed Use Property,125 Lincoln Street,2111,115625.0,59.1,,,"Office, Other, Parking, Supermarket/Grocery Store",1955.0,200.1,3.5,3417704.5,0.3191,0.689,,,,,,53.08,Not Available,,,,200100.0,submitted,
100 High Street,Reported,304408000,Office,100 High Street,2110,644970.0,49.2,,"2020, 2019, 2018, 2017, 2014, 2012, 2011, 2010","Data Center, Office, Parking",1988.0,1897.4,3.4,27054520.4,1.0,,,,,,,5.24,Not Available,,,,1897400.0,submitted,
The Landmark,Reported,304406000,Office,160 Federal Street,2110,398650.0,49.3,78.0,"2020, 2019, 2018, 2017, 2016, 2015, 2013","Office, Parking",1929.0,1203,3.3,18085814.1,0.7876,0.2124,,,,,,6.09,Not Available,,,,1203000.0,submitted,
75-101 Federal Street,Reported,304199,Office,75-101 Federal Street,2110,939341.0,56.8,71.0,"2018, 2017, 2016, 2015, 2014, 2012, 2009","Bank Branch, Data Center, Office, Parking",1929.0,3530.5,4,50494015.3,0.9584,0.43,0.373,,,,,6.13,Not Available,"This property has two Boston parcel IDs.

0304198000
0304199000
",,,3530500.0,submitted,
Horticultural Hall,Reported,401160000,Office,247 Huntington Ave,2115,43181.0,64.1,37.0,,Office,1901.0,194.1,4.5,2767488.6,1.0,,,,,,,10.5,Not Available,,,,194100.0,submitted,
Renaissance Park,Reported,902704020,Office,1135 Tremont Street,2120,157421.0,102.8,100.0,,"Data Center, Office",1993.0,1079.5,6.9,16182055.4,0.7988,0.212,,,,,,8.11,Not Available,"Boston Energy Reporting ID:
02704-010
02704-020",,,1079500.0,submitted,
Squashbusters @ Northeastern University,Reported,901340000,Other - Education,795A Columbus Avenue,2120,38498.0,111,,,Other - Education,2003.0,296.9,7.7,4271740,0.9629,0.371,,,,,,9.83,Not Available,,,,296900.0,submitted,
1234 Soldiers Field Road,Reported,2200562002,Hotel,1234 Soldiers Field Road,2135,110550.0,48.5,94.0,,"Hotel, Parking",1900.0,171,2.9,2841743.1,0.4155,0.5845,,,,,,16.63,Not Available,,,,171000.0,submitted,
"Two Hundred Mortgage Associates, L.P.",Reported,304042000,Office,200 High Street,2110,96393.0,78.1,44.0,,Office,1900.0,509.1,5.3,7526502.4,0.854,0.146,,,,,,19.96,Not Available,,,,509100.0,submitted,
