BERDO ID,Tax Parcel ID,Property Owner Name,Building Address,Building Address City,Building Address Zip  Code,Parcel Address,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),BERDO Emissions Gross Floor Area (Sq Ft),Largest Property Type,All Property Types and GFAs,Total Site Energy Usage (kBtu),Energy Star Score,Site EUI (Energy Use Intensity kBtu/ft²),Natural Gas Usage (kBtu),Natural Gas Emissions (kgCO2e),Electricity Usage (kWh),Electricity Emissions (kgCO2e),Renewable System Electricity Usage Onsite (kBtu),District Hot Water Usage (kBtu),District Hot Water Emissions (kgCO2e),District Chilled Water Usage (kBtu),District Chilled Water Emissions (kgCO2e),District Steam Usage (kBtu),District Steam Emissions (kgCO2e),Fuel Oil 1 Usage (kBtu),Fuel Oil 1 Emissions (kgCO2e),Fuel Oil 2 Usage (kBtu),Fuel Oil 2 Emissions (kgCO2e),Fuel Oil 4 Usage (kBtu),Fuel Oil 4 Emissions (kgCO2e),Fuel Oil 5 and 6 Usage (kBtu),Fuel Oil 5 and 6 Emissions (kgCO2e),Propane Usage (kBtu),Propane Emissions (kgCO2e),Diesel Usage (kBtu),Diesel Emissions (kgCO2e),Kerosene Usage (kBtu),Kerosene Emissions (kgCO2e),Water Usage Intensity (Gallons/ft²),Estimated Total GHG Emissions e(kgCO2e),Reporting Compliance Status,First Emissions Compliance Year (Projected),Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (PPA),Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Corresponding Campus ID,Notes
107687,1808991000,RIVER ST LJS LLC MASS LLC,1140 RIVER ST,Boston,2136.0,1142 River St,Boston,2136.0,19326.0,,19326.0,Multifamily Housing,Multifamily Housing (19326),1181716.1,,61.1,1113500.0,59137.985,19993.0,3889.838,,,,,,,,,,,,,,,,,,,,,,46.34,63027.823,in compliance,2030.0,Unsure,No,No,No,No,No,,
107688,1000314000,RIVERWAY LJS LLC MASS LLC,368 RIVERWAY ST,Boston,2115.0,368 Riverway St,Boston,2115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107692,2204893001,ROMM LEV,36 DIGHTON ST,Boston,2135.0,36 Dighton St,Boston,2135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107693,800740000,ROXBURY DEVELOPMENT CORPORATION,204-210 Hampden St,Boston,2119.0,204 Hampden St,Boston,2119.0,51576.0,,51576.0,Multifamily Housing,"Multifamily Housing (51576),Parking (1600)",2102465.4,97.0,40.8,1154315.0,61305.67,277887.0,54065.695,,,,,,,,,,,,,,,,,,,,,,6.96,115371.365,in compliance,2030.0,Unsure,No,No,No,No,No,,
107695,1202677000,ROXBURY MT PLEASANT LP,62-64 Brunswick St,Boston,2121.0,62 Brunswick St,Boston,2121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107696,2102309000,ROYAL COMPANY LLC MASS LLC,1844 COMMONWEALTH AV,Boston,2135.0,1844 Commonwealth Av,Boston,2135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107697,2011947000,RPZ PROPERTY LAND TR LLC TS,258 GROVE ST,Boston,2132.0,258 Grove St,Boston,2132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107698,2011947000,RPZ PROPERTY LAND TR LLC TS,260 GROVE ST,Boston,2132.0,258 Grove St,Boston,2132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107699,1000319012,RTH MOSAIC RENTAL LLC,80 Fenwood RD,Boston,2115.0,80 Fenwood Rd,Boston,2115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
107700,2101450000,RUSSELL WM W TRST ETAL,5-7 Scottfield Rd,Boston,2134.0,7 Scottfield Rd,Boston,2134.0,13000.0,,13000.0,Multifamily Housing,Multifamily Housing (13000),819892.9,88.0,63.1,,,49014.0,9536.164,,,,,,,,,,652657.2,48433.691,,,,,,,,,,,63.45,57969.855,in compliance,2030.0,Unsure,No,No,No,No,No,,
107701,2102411000,RUSSELL WM W TRSTS,46 ENGLEWOOD AV,Boston,2135.0,46 Englewood Av,Boston,2135.0,19488.0,,19488.0,Multifamily Housing,Multifamily Housing (19488),1311667.9,86.0,67.3,52700.0,2798.897,49823.0,9693.563,,,,,,,,,,1088971.8,80812.597,,,,,,,,,,,30.28,93305.057,in compliance,2030.0,Unsure,No,No,No,No,No,,
107702,1001594000,S HUNTINGTON AV REALTY LLC,49 S HUNTINGTON AV,Boston,2116.0,49 S Huntington Av,Boston,2116.0,5316.0,,5316.0,Multifamily Housing,Multifamily Housing (5316),340422.1,,64.0,246500.0,13091.615,27527.0,5355.653,,,,,,,,,,,,,,,,,,,,,,28.63,18447.268,pending revisions,2030.0,Unsure,No,No,No,No,No,,
107703,1001596000,S HUNTINGTON AV REALTY LLC,53 S HUNTINGTON AV,Boston,2130.0,53 S Huntington Av,Boston,2130.0,6110.0,,6110.0,Multifamily Housing,Multifamily Housing (6110),369809.5,,60.5,286700.0,15226.637,24358.0,4739.092,,,,,,,,,,,,,,,,,,,,,,20.02,19965.729,pending revisions,2030.0,Unsure,No,No,No,No,No,,
107704,2101448000,SANIEOFF KHOSRO,15 SCOTTFIELD RD,Boston,2134.0,15 Scottfield Rd,Boston,2134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107705,2101449000,SANIEOFF KHOSRO TRST,11 SCOTTFIELD RD,Boston,2134.0,11 Scottfield Rd,Boston,2134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107706,2101117000,SANIEOFF SYROOS,80 GORDON ST,Boston,2135.0,80 Gordon St,Boston,2135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107707,2100769000,SANIEOFF SYROOS TRST,27 ST LUKES RD,Boston,2134.0,27 St Lukes Rd,Boston,2134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107708,2100770000,SANIEOFF SYROOS TRST,31 ST LUKES RD,Boston,2134.0,31 St Lukes Rd,Boston,2134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107709,106018000,SARATOGA PROPERTY VENTURES  LLC,41-43 Saratoga St,Boston,2128.0,41 Saratoga St,Boston,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107711,302030000,SCB-F&G LIMITED PARTNERSHIP MASS LPS,12-16 Greenough Ln,Boston,2113.0,12 Greenough La,Boston,2113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107714,401509000,SEVENTY WESTLAND LLC,70 WESTLAND AV,Boston,2115.0,70 Westland Av,Boston,2115.0,9930.0,,9930.0,Multifamily Housing,Multifamily Housing (9930),641674.7,89.0,64.6,452800.0,24048.208,55356.0,10770.063,,,,,,,,,,,,,,,,,,,,,,34.67,34818.271,in compliance,2030.0,Unsure,No,No,No,No,No,,
107715,103600000,SHALOM PROPERTIES INC,440 Meridian ST,Boston,2128.0,440 Meridian St,Boston,2128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107716,2205458001,SHEPARD MONTROSE LLC,39 Shepard ST,Boston,2135.0,39 Shepard St,Boston,2135.0,18700.0,,18700.0,Multifamily Housing,Multifamily Housing (18700),537624.5,100.0,28.7,771679.0,40983.872,72597.0,14124.472,,,,,,,,,,,,,,,,,,,,,,38.54,55108.344,in compliance,2030.0,No,No,No,No,No,No,,
107720,1203060000,SIMONE LLC MASS LLC,18-20 Seaver St,Boston,2121.0,18 Seaver St,Boston,2121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107723,306570206,SOUTH END 10 AFF LLC,370 HARRISON AV,Boston,2118.0,370 Harrison Av,Boston,2118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
107724,1001595000,SOUTH HUNTINGTON AVENUE RLTY LLC,51 S HUNTINGTON AV,Boston,2116.0,51 S Huntington Av,Boston,2116.0,4888.0,,4888.0,Multifamily Housing,Multifamily Housing (4888),368689.2,,75.4,268100.0,14238.791,29481.0,5735.823,,,,,,,,,,,,,,,,,,,,,,27.8,19974.614,pending revisions,2030.0,Unsure,No,No,No,No,No,,
107725,1002645050,STONY BROOK GARDENS LP MASS LPS,83 Lamartine ST,Boston,2130.0,83 Lamartine St,Boston,2130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
107726,2102307000,STRATHMORE ROAD COMPANY LLC,109 STRATHMORE RD,Boston,2135.0,109 Strathmore Rd,Boston,2135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107727,2101275000,SUSSER MARK TRST,87 GORDON ST,Boston,2135.0,87 Gordon St,Boston,2135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107731,401671000,SYNH LLC MASS LLC,109 Saint Stephen St,Boston,2115.0,109 St Stephen St,Boston,2115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107732,1701628000,TALBOT COMMONS I LIMITED,6 Norfolk Ter,Boston,2124.0,6 Norfolk Te,Boston,2124.0,5400.0,,5400.0,Multifamily Housing,Multifamily Housing (5400),448724.2,,83.1,331743.7,17618.908,34285.0,6670.49,,,,,,,,,,,,,,,,,,,,,,274.66,24289.398,in compliance,2030.0,,,,,,,,
107733,900845000,TENANTS DEVELOPMENT 1 LP,508 MASSACHUSETTS AV,Boston,2118.0,508 Massachusetts Av,Boston,2118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
107734,202751002,TERMINALIS RE II LLC,30 Terminal ST,Boston,2129.0,30 Terminal St,Boston,2129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
107735,2100515000,TERWILLIGER ROBERT D,36-38 Linden St,Boston,2134.0,38 Linden St,Boston,2134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107736,401835000,TETLOW REALTY ASSOC INC,14 PALACE RD,Boston,2115.0,14 Palace Rd,Boston,2115.0,16120.0,,16120.0,Multifamily Housing,Multifamily Housing (16120),150267.9,100.0,9.3,,,44041.0,8568.617,,,,,,,,,,,,,,,,,,,,,,50.53,8568.617,in compliance,2025.0,Unsure,No,No,No,No,No,C10066,"This building is reported as part of a campus in Energy Star Portfolio Manager, so this row may not reflect the full building’s energy and water use. See the Campus ID at the bottom of the spreadsheet for total campus usage."
107737,104839000,THE ORLEANS CONDOMINIUM TRUST,31 Orleans ST,Boston,2128.0,31 Orleans St,Boston,2128.0,19656.0,6072.0,25728.0,Multifamily Housing,"Multifamily Housing (19656),Parking (6312)",700722.4,,35.6,373300.0,19825.963,95962.0,18670.367,,,,,,,,,,,,,,,,,,,,,,19.77,38496.33,in compliance,2030.0,No,No,No,No,No,No,,
107739,1701034000,THIRTY-ONE BOSTON LLC MASS LLC,31-33 Regina Rd,Boston,2124.0,31 Regina Rd,Boston,2124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107740,303149000,THREE 40 NORTH STREET LLC MASS LLC,38-44 Clark St,Boston,2113.0,334 North St,Boston,2113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107741,503306000,THREE-23 BEACON ST LLC MASS LLC,323 BEACON ST,Boston,2116.0,323 Beacon St,Boston,2116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107742,1000009000,TREMONT & FAXON LLC,1467 TREMONT ST,Boston,2120.0,1467 Tremont St,Boston,2120.0,13523.0,3000.0,16523.0,Multifamily Housing,"Multifamily Housing (11752),Parking (3000),Fitness Center/Health Club/Gym (1771)",856470.9,,63.3,530700.0,28185.477,95478.0,18576.2,,,,,,,,,,,,,,,,,,,,,,34.07,46761.677,in compliance,2030.0,Unsure,No,No,No,No,No,,
107744,1604854012,TRINITY ASHMONT LP MASS LPS,1906 DORCHESTER AV,Boston,2124.0,1906 Dorchester Av,Boston,2124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
107745,1401610000,TRINITY TERRACE LP MASS LP,213-217 Washington St,Boston,2121.0,213 Washington St,Boston,2121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
107748,2100203000,TRUSTEES OF BOSTON UNIVERSITY,2 Buswell ST,Boston,2215.0,2 Buswell St,Boston,2215.0,5458.0,,5458.0,Multifamily Housing,Multifamily Housing (5458),600156.0,,110.0,518119.2,27517.311,24043.6,4677.923,,,,,,,,,,,,,,,,,,,,,,37.01,32195.234,in compliance,2025.0,No,Yes,No,No,No,No,,
107749,602674065,TS PARTNERS LLC,316-318 Northern Ave,Boston,2210.0,6 Tide St,Boston,2210.0,268916.0,29500.0,298416.0,Laboratory,"Office (134458),Laboratory (134458),Parking (29500)",56603895.6,,210.5,23524084.9,1249364.149,9695138.0,1886286.049,,,,,,,,,,,,,,,,,,,,,,30.12,3135650.198,in compliance,2025.0,No,No,No,No,No,No,,
107750,502131000,TWENTY 8 ANDERSON ST LLC MASS LLC,28A-28 Anderson St,Boston,2114.0,28 Anderson St,Boston,2114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107751,2102462000,TWENTY EIGHTEEN COMM AV LLC MASS LLC,2018 COMMONWEALTH AV,Boston,2135.0,2018 Commonwealth Av,Boston,2135.0,19824.0,,19824.0,Multifamily Housing,Multifamily Housing (19824),1246625.7,90.0,62.9,976054.1,51838.233,79300.0,15428.608,,,,,,,,,,,,,,,,,,,,,,37.38,67266.841,in compliance,2025.0,No,No,No,No,No,No,,
107752,502346000,TWENTY LIME LLC MASS LLC,20-22 Lime ST,Boston,2108.0,20 Lime St,Boston,2108.0,12960.0,,12960.0,Multifamily Housing,Multifamily Housing (12960),900723.2,,69.5,15900.0,844.449,43716.0,8505.385,,,,,,,,,,735664.2,54593.64,,,,,,,,,,,460.54,63943.474,in compliance,2030.0,Unsure,No,No,No,No,No,,
107753,502351000,TWO LIME ST LLC MASS LLC,2-2A Lime St,Boston,2108.0,2 Lime St,Boston,2108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107755,2101554000,TWO-11 HARVARD LLC,211-213 Harvard Ave,Boston,2134.0,211 Harvard Av,Boston,2134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107756,502621000,TWO22-224 BEACON STREET LPS,222 BEACON ST,Boston,2116.0,222 Beacon St,Boston,2116.0,18708.0,,18708.0,Multifamily Housing,Multifamily Housing (18708),724184.5,93.0,38.7,299428.0,15902.621,124489.0,24220.58,,,,,,,,,,,,,,,,,,,,,,27.32,40123.201,in compliance,2030.0,Unsure,No,No,No,No,No,,
107757,305130000,TYLER HUDSON LLC MASS LLC,94-96A Tyler St,Boston,2111.0,94 Tyler St,Boston,2111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107758,401550000,UNIQUE REALTY LLC,45 Symphony Rd,Boston,2115.0,45 Symphony Rd,Boston,2115.0,9777.0,,9777.0,Multifamily Housing,Multifamily Housing (9777),751907.7,95.0,76.9,633600.0,33650.496,34674.0,6746.173,,,,,,,,,,,,,,,,,,,,,,46.38,40396.669,in compliance,2025.0,Unsure,No,No,No,No,No,,
107759,401550000,UNIQUE REALTY LLC,47 Symphony Rd,Boston,2115.0,45 Symphony Rd,Boston,2115.0,9777.0,,9777.0,Multifamily Housing,Multifamily Housing (9777),770365.7,92.0,78.8,629300.0,33422.123,41344.0,8043.889,,,,,,,,,,,,,,,,,,,,,,60.15,41466.012,in compliance,2025.0,Unsure,No,No,No,No,No,,
107760,401553000,UNIQUE REALTY LLC,67 Symphony RD,Boston,2115.0,67 Symphony Rd,Boston,2115.0,17730.0,,17730.0,Multifamily Housing,Multifamily Housing (17730),539424.8,95.0,30.4,13100.0,695.741,154257.0,30012.242,,,,,,,,,,,,,,,,,,,,,,60.1,30707.983,in compliance,2030.0,Unsure,No,No,No,No,No,C10081,"This building is reported as part of a campus in Energy Star Portfolio Manager, so this row may not reflect the full building’s energy and water use. See the Campus ID at the bottom of the spreadsheet for total campus usage."
107761,401554000,UNIQUE REALTY LLC,71 Symphony RD,Boston,2115.0,71 Symphony Rd,Boston,2115.0,17730.0,,17730.0,Multifamily Housing,Multifamily Housing (17730),955532.3,95.0,53.9,621900.0,33029.109,97782.0,19024.466,,,,,,,,,,,,,,,,,,,,,,28.55,52053.575,in compliance,2030.0,Unsure,No,No,No,No,No,C10081,"This building is reported as part of a campus in Energy Star Portfolio Manager, so this row may not reflect the full building’s energy and water use. See the Campus ID at the bottom of the spreadsheet for total campus usage."
107763,1803427000,VILLAGE REALTY LLC,4 TAMPA ST,Boston,2136.0,4 Tampa St,Boston,2136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107764,900079000,VIVIENDAS LLC,20 Aguadilla St,Boston,2118.0,12 San Juan St,Boston,2118.0,41846.0,,41846.0,Multifamily Housing,Multifamily Housing (41846),1796066.7,90.0,42.9,1286976.6,68351.327,149205.8,29029.48,,,,,,,,,,,,,,,,,,,,,,36.37,97380.807,in compliance,2025.0,No,No,No,No,No,No,,
107765,2101558000,VMR FAMILY LIMITED PARTNERSHIP,227-229 Harvard Ave,Boston,2134.0,227 Harvard Av,Boston,2134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107766,2101471000,WALBRIGHT LLC,33 WALBRIDGE ST,Boston,2134.0,33 Walbridge St,Boston,2134.0,13860.0,,13860.0,Multifamily Housing,Multifamily Housing (13860),926919.3,,66.9,809700.0,43003.167,34355.0,6684.109,,,,,,,,,,,,,,,,,,,,,,24.69,49687.276,in compliance,2030.0,Unsure,No,No,No,No,No,,
107767,1102293000,WALNUT WASHINGTON APT'S LLC MASS LLC,3222-3234 Washington St,Boston,2130.0,3222 Washington St,Boston,2130.0,34544.0,,34544.0,Multifamily Housing,Multifamily Housing (34544),1574793.2,,45.6,1183992.9,62881.863,114537.0,22284.319,,,,,,,,,,,,,,,,,,,,,,39.84,85166.182,in compliance,2025.0,Unsure,No,No,No,No,No,,
107768,1200500000,WARREN GARDENS HOUSING,42 Kensington Park,Boston,2119.0,55 Kensington Pk,Boston,2119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
107769,1400842000,WASHINGTON COLUMBIA II MASS LPS,59-63B Washington St,Boston,2121.0,59 Washington St,Boston,2121.0,28459.0,,28459.0,Multifamily Housing,Multifamily Housing (28459),2941489.8,17.0,103.4,2596856.6,137919.054,83113.0,16170.465,61051.6,,,,,,,,,,,,,,,,,,,,,55.95,154089.519,in compliance,2025.0,Unsure,No,No,No,No,No,,
107770,1400843000,WASHINGTON COLUMBIA II MASS LPS,71 Washington St,Boston,2121.0,67 Washington St,Boston,2121.0,28046.0,,28046.0,Multifamily Housing,Multifamily Housing (28046),2015532.7,63.0,71.9,1605567.0,85271.663,91418.0,17786.286,98047.6,,,,,,,,,,,,,,,,,,,,,56.87,103057.949,in compliance,2025.0,Unsure,No,No,No,No,No,,
107771,1400875000,WASHINGTON COLUMBIA II MASS LPS,50-52 Columbia Rd,Boston,2121.0,52 Columbia Rd,Boston,2121.0,29896.0,,29896.0,Multifamily Housing,Multifamily Housing (29896),2058286.7,71.0,68.8,1570820.0,83426.25,94481.0,18382.223,165097.5,,,,,,,,,,,,,,,,,,,,,90.92,101808.473,in compliance,2025.0,Unsure,No,No,No,No,No,,
107772,1400766000,WASHINGTON COLUMBIA LPS MASS LPS,150 Columbia Rd,Boston,2121.0,150 Columbia Rd,Boston,2121.0,29138.0,,29138.0,Multifamily Housing,Multifamily Housing (29138),1791390.3,80.0,61.5,1447652.1,76884.803,56141.0,10922.793,152185.1,,,,,,,,,,,,,,,,,,,,,57.6,87807.596,in compliance,2025.0,Unsure,No,No,No,No,No,,
107774,1502721000,WAYNE AT COLUMBIA LLC,10-10A Bellevue St,Boston,2125.0,10 Bellevue St,Boston,2125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
107776,1404814000,WELLINGTON HILL LLC A MASS LLC,140 Wellington Hill ST,Boston,2126.0,140 Wellington Hill St,Boston,2126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107779,900475050,WEST NEWTON RUTLAND LLC,94 W Newton ST,Boston,2118.0,94 W Newton St,Boston,2118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
107780,401464000,WESTLAND PROPERTIES ASSOCS,59-61 Westland Ave,Boston,2115.0,59 Westland Av,Boston,2115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107782,1700511000,WHEATLAND WHITFIELD LLC,58 Wheatland Ave,Boston,2124.0,58 Wheatland Av,Boston,2124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
107784,401444000,WOLFE LLC,55 Burbank ST,Boston,2115.0,55 Burbank St,Boston,2115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107785,2101698000,WOODSTOCK LJS LLC,217 Kelton ST,Boston,2134.0,217 Kelton St,Boston,2134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107786,2101701000,WOODSTOCK LJS LLC,68 WOODSTOCK AV,Boston,2134.0,68 Woodstock Av,Boston,2134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107794,1203092000,100 SEAVER STREET REALTY LLC,100 Seaver ST,Boston,2121.0,100 Seaver St,Boston,2121.0,201443.0,,201443.0,Supermarket/Grocery Store,"Supermarket/Grocery Store (122878),Other - Mall (76398),Other (2167)",50936618.8,,252.9,22938710.2,1218274.899,8205717.6,1596504.416,,,,,,,,,,,,,,,,,,,,,,40.03,2814779.315,in compliance,2025.0,No,No,No,No,No,No,,
107795,1604852000,1980 DOT AVE LLC,4 Beale ST,Boston,2124.0,4 Beale St,Boston,2124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107796,600287010,206 WEST LLC,206 W BROADWAY,Boston,2127.0,206 W Broadway,Boston,2127.0,13000.0,,13000.0,Multifamily Housing,Multifamily Housing (13000),496854.9,,38.2,19154.4,1017.29,140006.0,27239.567,,,,,,,,,,,,,,,,,,,,,,24.47,28256.857,in compliance,2030.0,Yes,No,No,No,No,No,,
107797,2100710000,PERIODOT CONDOMINIUM TRUST,392 Cambridge ST,Boston,2134.0,392 Cambridge St,Boston,2134.0,54840.0,8000.0,62840.0,Multifamily Housing,"Restaurant (4500),Multifamily Housing (50340),Parking (11600)",4162046.8,17.0,75.9,1992100.0,105800.431,635975.0,123735.296,,,,,,,,,,,,,,,,,,,,,,40.74,229535.727,in compliance,2030.0,No,No,No,Yes,No,Yes,,
107798,503457000,3939 SGG LLC,393 BEACON ST,Boston,2116.0,393 Beacon St,Boston,2116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107799,303098000,435 HANOVER STREET LLC,431 Hanover ST,Boston,2113.0,431 Hanover St,Boston,2113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107800,2102179000,ABERDEEN MANOR LLC MASS LLC,80 Sutherland RD,Boston,2135.0,80 Sutherland Rd,Boston,2135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107801,1602521000,ASHMONT APARTMENTS LLC,266 NEPONSET AV,Boston,2122.0,266 Neponset Av,Boston,2122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107802,304938000,AXIOTIS STEPHEN TS,224 Tremont ST,Boston,2116.0,224 Tremont St,Boston,2116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107803,302700000,BULFINCH CROSSING PRIMARY CONDOMINIUM TRUST,1 Congress ST,Boston,2114.0,1 Congress St,Boston,2114.0,1159649.0,,1159649.0,Office,"Restaurant (10800),Office (1091451),Data Center (850),Financial Office (56548)",72430955.4,84.0,62.5,29555001.3,1569666.119,12566223.4,2444884.425,,,,,,,,,,,,,,,,,,,,,,7.74,4014550.544,in compliance,2025.0,No,No,No,Yes,No,No,,
107805,301523001,MASSACHUSETTS DEPARTMENT,101 Beverly ST,Boston,2114.0,101 Beverly St,Boston,2114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
107806,501862000,BOBSON RESIDENTIAL LLC,90 Myrtle ST,Boston,2114.0,90 Myrtle St,Boston,2114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2030.0,,,,,,,,
107807,900706000,BROWNSTONE APARTMENTS LLC A MASS LLC,163 W Springfield ST,Boston,2118.0,163 W Springfield St,Boston,2118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
107808,400036000,BROWNSTONES ALLIANCE INC,126 Chandler ST,Boston,2116.0,126 Chandler St,Boston,2116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not submitted,2025.0,,,,,,,,
107809,1101573000,CDB LIMITED PARTNERSHIP,9 CLEAVES ST,Boston,2119.0,9 Cleaves St,Boston,2119.0,26600.0,,26600.0,Multifamily Housing,Multifamily Housing (26600),2500231.6,,94.0,2159570.7,114694.8,99842.0,19425.26,,,,,,,,,,,,,,,,,,,,,,20.41,134120.06,in compliance,2025.0,No,No,No,No,No,No,,
107810,1704738000,CODMAN SQUARE LPS MASS LPS,728 Washington ST,Boston,2124.0,728 Washington St,Boston,2124.0,24980.0,,24980.0,Multifamily Housing,Multifamily Housing (24980),1836381.4,70.0,73.5,1154010.0,61289.471,138606.0,26967.183,209447.7,,,,,,,,,,,,,,,,,,,,,41.84,88256.654,in compliance,2030.0,Unsure,No,No,No,No,No,,
